	Gene stable ID	Gene name
89076	ENSG00000187616	MYMK
89078	ENSG00000268087	AC008764.2
89079	ENSG00000143772	ITPKB
89082	ENSG00000111605	CPSF6
89090	ENSG00000138735	PDE5A
89102	ENSG00000278535	DHRS11
89110	ENSG00000232216	IGHV3-43
89111	ENSG00000135537	AFG1L
89118	ENSG00000169738	DCXR
89139	ENSG00000250412	KLHL2P1
89140	ENSG00000267250	AC011591.1
89141	ENSG00000211957	IGHV3-35
89142	ENSG00000274365	AC013412.1
89143	ENSG00000262211	AC008914.1
89144	ENSG00000113263	ITK
89154	ENSG00000254246	AC011377.1
89155	ENSG00000158122	PRXL2C
89159	ENSG00000250538	AC104407.1
89161	ENSG00000170613	FAM71B
89162	ENSG00000121904	CSMD2
89172	ENSG00000242261	AC018635.1
89173	ENSG00000162747	FCGR3B
89183	ENSG00000227000	HSPD1P14
89184	ENSG00000196290	NIF3L1
89193	ENSG00000206409	APOM
89196	ENSG00000279300	AC008761.3
89197	ENSG00000101203	COL20A1
89205	ENSG00000273112	AL590385.2
89206	ENSG00000215644	GCGR
89212	ENSG00000259118	AL139022.1
89216	ENSG00000284167	AC013437.2
89217	ENSG00000232772	MTND4P22
89218	ENSG00000236300	MTND4LP12
89219	ENSG00000223806	LINC00114
89222	ENSG00000166035	LIPC
89229	ENSG00000254783	AP003084.1
89230	ENSG00000116030	SUMO1
89240	ENSG00000135185	TMEM243
89248	ENSG00000268335	BNIP3P23
89249	ENSG00000260797	AC106734.1
89250	ENSG00000269779	AC010329.2
89251	ENSG00000268560	AC010636.1
89252	ENSG00000242861	AL591895.1
89253	ENSG00000143819	EPHX1
89259	ENSG00000227389	DDX39BP2
89260	ENSG00000279078	SND1-IT1
89261	ENSG00000237160	AC004022.2
89262	ENSG00000187908	DMBT1
89269	ENSG00000250539	KRT8P33
89270	ENSG00000206258	TNXB
89278	ENSG00000228666	KRT18P1
89279	ENSG00000271383	NBPF19
89285	ENSG00000013588	GPRC5A
89291	ENSG00000232691	ZNRD1ASP
89302	ENSG00000234599	HCG9
89303	ENSG00000230289	AL358781.2
89304	ENSG00000222035	AC079354.1
89305	ENSG00000227890	PSMA2P3
89306	ENSG00000261462	AC004023.1
89307	ENSG00000278062	ZNF251
89311	ENSG00000120149	MSX2
89313	ENSG00000248929	HIGD1AP3
89314	ENSG00000224117	PTPN2P2
89315	ENSG00000213411	RBM22P2
89316	ENSG00000249305	AC048346.1
89317	ENSG00000166006	KCNC2
89327	ENSG00000179751	SYCN
89328	ENSG00000130714	POMT1
89344	ENSG00000141867	BRD4
89356	ENSG00000188646	AC123904.1
89357	ENSG00000257386	AC025257.1
89358	ENSG00000258104	HIGD1AP9
89359	ENSG00000130717	UCK1
89368	ENSG00000155026	RSPH10B
89378	ENSG00000111785	RIC8B
89391	ENSG00000269635	AC004257.1
89392	ENSG00000257287	AC016256.1
89393	ENSG00000187741	FANCA
89425	ENSG00000139287	TPH2
89431	ENSG00000234583	TSPY19P
89432	ENSG00000225334	AL391811.1
89433	ENSG00000229400	AL596330.1
89434	ENSG00000120458	MSANTD2
89442	ENSG00000266563	EIF1P5
89443	ENSG00000279342	AP000866.6
89445	ENSG00000158805	ZNF276
89457	ENSG00000234293	BACH1-IT3
89458	ENSG00000249041	AC009567.1
89459	ENSG00000224987	AL024507.1
89460	ENSG00000285470	AC010977.1
89461	ENSG00000235175	RPL26P37
89462	ENSG00000196350	ZNF729
89463	ENSG00000269316	AC011467.5
89464	ENSG00000237098	HLA-T
89465	ENSG00000143771	CNIH4
89473	ENSG00000163655	GMPS
89476	ENSG00000251605	AC104108.1
89477	ENSG00000236444	UBE2L5
89480	ENSG00000225039	LINC01058
89481	ENSG00000158882	TOMM40L
89490	ENSG00000116586	LAMTOR2
89496	ENSG00000158258	CLSTN2
89498	ENSG00000226297	AC007677.1
89499	ENSG00000238121	LINC00426
89508	ENSG00000175538	KCNE3
89514	ENSG00000188505	NCCRP1
89515	ENSG00000197921	HES5
89516	ENSG00000231341	VDAC1P6
89517	ENSG00000236773	AC092809.3
89518	ENSG00000157119	KLHL40
89519	ENSG00000143756	FBXO28
89524	ENSG00000124678	TCP11
89552	ENSG00000225878	SERBP1P2
89553	ENSG00000279956	AC073082.1
89554	ENSG00000255647	AC093510.1
89556	ENSG00000164946	FREM1
89565	ENSG00000223481	TAP2
89569	ENSG00000272514	CFAP206
89573	ENSG00000127527	EPS15L1
89589	ENSG00000273432	AC004951.4
89590	ENSG00000225653	RNF19BPY
89591	ENSG00000164414	SLC35A1
89596	ENSG00000136931	NR5A1
89600	ENSG00000121957	GPSM2
89612	ENSG00000260970	AC006288.1
89613	ENSG00000256849	TCP1P3
89614	ENSG00000265451	AC012447.1
89615	ENSG00000236872	PPIAP36
89616	ENSG00000257844	KRT90P
89617	ENSG00000269405	NXF2
89619	ENSG00000273746	AC234791.1
89620	ENSG00000215035	FDPSP5
89621	ENSG00000271462	AC091805.2
89622	ENSG00000229172	AC073065.1
89623	ENSG00000175213	ZNF408
89628	ENSG00000226718	SNRPGP8
89629	ENSG00000173080	RXFP4
89630	ENSG00000067445	TRO
89655	ENSG00000261292	AC110491.1
89656	ENSG00000233232	NPIPB7
89658	ENSG00000162819	BROX
89667	ENSG00000143390	RFX5
89688	ENSG00000284934	DIABLO
89692	ENSG00000140955	ADAD2
89701	ENSG00000122733	PHF24
89705	ENSG00000217169	MTHFD2P2
89706	ENSG00000243445	AC106820.1
89707	ENSG00000215023	AC131097.1
89708	ENSG00000259488	AC023355.1
89711	ENSG00000267520	AC010733.2
89712	ENSG00000238042	LINC02257
89714	ENSG00000235070	AC062015.1
89715	ENSG00000160539	PLPP7
89718	ENSG00000169953	HSFY2
89723	ENSG00000274261	AL137078.2
89724	ENSG00000243141	RPL23AP66
89725	ENSG00000092094	OSGEP
89737	ENSG00000183760	ACP7
89741	ENSG00000117791	MARC2
89747	ENSG00000228725	MTND2P12
89748	ENSG00000253562	AC107909.2
89749	ENSG00000234197	ETV5-AS1
89750	ENSG00000232696	AC017006.2
89751	ENSG00000146285	SCML4
89762	ENSG00000278570	NR2E3
89766	ENSG00000233951	RCC2P3
89767	ENSG00000257515	AC011601.1
89768	ENSG00000258897	EGLN3-AS1
89769	ENSG00000263756	AL645941.3
89770	ENSG00000131007	TTTY9B
89772	ENSG00000236411	NDUFAF4P3
89773	ENSG00000198356	ASNA1
89778	ENSG00000260342	AC138811.2
89779	ENSG00000130529	TRPM4
89793	ENSG00000228689	AL355997.1
89797	ENSG00000177045	SIX5
89802	ENSG00000225376	TMEM246-AS1
89806	ENSG00000132549	VPS13B
89818	ENSG00000225323	Z84721.1
89819	ENSG00000249944	AC008628.2
89820	ENSG00000232899	CDY9P
89821	ENSG00000236599	ELOCP26
89822	ENSG00000204256	BRD2
89841	ENSG00000170619	COMMD5
89848	ENSG00000230354	STK19B
89849	ENSG00000239589	LINC00879
89854	ENSG00000234629	WDR82P1
89855	ENSG00000170927	PKHD1
89857	ENSG00000260121	AC138028.4
89858	ENSG00000178338	ZNF354B
89862	ENSG00000280003	AC097637.2
89863	ENSG00000116525	TRIM62
89867	ENSG00000171564	FGB
89874	ENSG00000165802	NSMF
89884	ENSG00000213760	ATP6V1G2
89890	ENSG00000237323	AC245036.3
89891	ENSG00000226119	Z80107.1
89892	ENSG00000124713	GNMT
89893	ENSG00000115226	FNDC4
89896	ENSG00000132950	ZMYM5
89904	ENSG00000198822	GRM3
89909	ENSG00000223842	AL360093.1
89910	ENSG00000253692	IGHEP1
89911	ENSG00000105708	ZNF14
89912	ENSG00000167114	SLC27A4
89914	ENSG00000258955	LINC00519
89915	ENSG00000228208	C1orf143
89917	ENSG00000236610	SOCS5P1
89918	ENSG00000139921	TMX1
89921	ENSG00000115112	TFCP2L1
89923	ENSG00000281453	TGFB2-OT1
89924	ENSG00000233485	AL031283.2
89925	ENSG00000067533	RRP15
89927	ENSG00000145723	GIN1
89934	ENSG00000232100	LINC01653
89935	ENSG00000175193	PARL
89948	ENSG00000140284	SLC27A2
89952	ENSG00000104043	ATP8B4
89970	ENSG00000235168	AL078581.2
89971	ENSG00000174460	ZCCHC12
89972	ENSG00000137161	CNPY3
89974	ENSG00000145725	PPIP5K2
89991	ENSG00000236782	AL391650.1
89997	ENSG00000187758	ADH1A
90000	ENSG00000062582	MRPS24
90005	ENSG00000229996	AC093585.1
90006	ENSG00000225521	AC005237.1
90007	ENSG00000130348	QRSL1
90010	ENSG00000235204	AL162724.2
90011	ENSG00000197245	FAM110D
90012	ENSG00000198431	TXNRD1
90036	ENSG00000123342	MMP19
90045	ENSG00000237243	AC022173.1
90046	ENSG00000111727	HCFC2
90052	ENSG00000215374	FAM66B
90054	ENSG00000275140	SEC22B3
90055	ENSG00000261219	AC090651.1
90056	ENSG00000249965	CDC42P4
90057	ENSG00000272888	LINC01578
90066	ENSG00000284846	AL355981.1
90067	ENSG00000285685	AC115284.3
90068	ENSG00000228882	CICP9
90069	ENSG00000263155	MYZAP
90073	ENSG00000266777	SH3GL1P1
90076	ENSG00000249449	MRPL57P6
90077	ENSG00000254351	ARL2BPP5
90078	ENSG00000257384	AC009779.1
90079	ENSG00000231206	HNRNPA1P25
90080	ENSG00000246451	AL049840.1
90081	ENSG00000236973	GAPDHP51
90082	ENSG00000226770	AC000124.1
90083	ENSG00000167113	COQ4
90088	ENSG00000269910	AL049840.2
90089	ENSG00000260962	LINC00557
90090	ENSG00000184730	APOBR
90092	ENSG00000180458	AC022148.1
90093	ENSG00000256514	AP003419.1
90094	ENSG00000175482	POLD4
90106	ENSG00000224809	BEND3P2
90107	ENSG00000094661	OR1I1
90109	ENSG00000081041	CXCL2
90112	ENSG00000178033	CALHM5
90113	ENSG00000123395	ATG101
90120	ENSG00000246851	AL157938.3
90121	ENSG00000212664	AC064799.1
90122	ENSG00000235801	LINC02569
90123	ENSG00000264874	AC087499.6
90124	ENSG00000141337	ARSG
90133	ENSG00000010310	GIPR
90141	ENSG00000260277	AC009019.1
90144	ENSG00000257341	AL928654.3
90150	ENSG00000167182	SP2
90156	ENSG00000241185	AC005410.1
90159	ENSG00000234178	DEFA11P
90160	ENSG00000108946	PRKAR1A
90181	ENSG00000170950	PGK2
90182	ENSG00000248257	PSG10P
90184	ENSG00000173261	PLAC8L1
90186	ENSG00000167526	RPL13
90201	ENSG00000263818	RDM1P5
90205	ENSG00000239602	AC091959.2
90206	ENSG00000282266	ATP9B
90215	ENSG00000214819	CDRT15L2
90216	ENSG00000105963	ADAP1
90235	ENSG00000282589	TRBJ2-2P
90236	ENSG00000175611	LINC00476
90242	ENSG00000253205	AC011124.1
90248	ENSG00000127249	ATP13A4
90259	ENSG00000115946	PNO1
90262	ENSG00000258984	UBE2F-SCLY
90264	ENSG00000250609	AC110753.1
90265	ENSG00000174876	AMY1B
90270	ENSG00000183207	RUVBL2
90284	ENSG00000223482	NUTM2A-AS1
90296	ENSG00000223793	HLA-DQA2
90298	ENSG00000106603	COA1
90318	ENSG00000146232	NFKBIE
90322	ENSG00000213363	RPS3P6
90323	ENSG00000214770	AL161756.1
90326	ENSG00000184497	TMEM255B
90332	ENSG00000227078	LINC02094
90333	ENSG00000233695	GAS6-AS1
90335	ENSG00000231477	AC004448.1
90336	ENSG00000265916	AC015818.6
90337	ENSG00000227304	AC067942.1
90339	ENSG00000220725	AL590290.1
90340	ENSG00000180644	PRF1
90344	ENSG00000261842	AC073314.1
90345	ENSG00000228151	AC004941.1
90346	ENSG00000233626	AC092814.1
90347	ENSG00000231397	AC004941.2
90348	ENSG00000175395	ZNF25
90351	ENSG00000073792	IGF2BP2
90362	ENSG00000236673	AL117378.1
90365	ENSG00000148204	CRB2
90368	ENSG00000232688	LINC01628
90369	ENSG00000186523	FAM86B1
90388	ENSG00000203644	AC083799.1
90389	ENSG00000237682	AC234775.2
90390	ENSG00000267260	AC020928.1
90392	ENSG00000135317	SNX14
90411	ENSG00000213222	AC093724.1
90412	ENSG00000231665	OGFOD1P1
90413	ENSG00000254693	AC010768.1
90414	ENSG00000205707	ETFRF1
90425	ENSG00000117597	UTP25
90427	ENSG00000259146	AC005476.2
90429	ENSG00000258674	AC011448.1
90431	ENSG00000214943	GPR33
90432	ENSG00000255116	SLC5A4P1
90433	ENSG00000231887	PRH1
90443	ENSG00000276461	TCF20
90447	ENSG00000212128	TAS2R13
90448	ENSG00000213197	AC012066.1
90449	ENSG00000196812	ZSCAN16
90450	ENSG00000212126	TAS2R50
90451	ENSG00000256682	AC006518.2
90453	ENSG00000212125	TAS2R15P
90454	ENSG00000270458	AC009779.5
90455	ENSG00000104147	OIP5
90457	ENSG00000262497	FAM187B2P
90458	ENSG00000260366	AC026803.1
90459	ENSG00000234670	OR6C64P
90460	ENSG00000275392	AL445493.3
90461	ENSG00000276070	CCL4L2
90471	ENSG00000213493	ACTN4P1
90472	ENSG00000104133	SPG11
90497	ENSG00000259009	TPRX2P
90498	ENSG00000233416	AC012065.2
90499	ENSG00000188729	OSTN
90501	ENSG00000278537	IGKV2OR2-8
90502	ENSG00000138653	NDST4
90506	ENSG00000124743	KLHL31
90508	ENSG00000270813	NANOGNBP3
90509	ENSG00000226969	AL391845.1
90511	ENSG00000214460	TPT1P6
90512	ENSG00000135447	PPP1R1A
90516	ENSG00000221944	TIGD1
90517	ENSG00000204300	TMEM225
90519	ENSG00000176209	SMIM19
90527	ENSG00000154556	SORBS2
90592	ENSG00000283381	AC024614.3
90593	ENSG00000265115	AC011824.1
90594	ENSG00000267673	FDX2
90601	ENSG00000259115	AL357153.3
90602	ENSG00000204547	DEFB122
90604	ENSG00000259955	AC008741.1
90605	ENSG00000173210	ABLIM3
90617	ENSG00000122641	INHBA
90622	ENSG00000234203	AC004771.2
90623	ENSG00000265579	AC023301.1
90624	ENSG00000125877	ITPA
90634	ENSG00000107779	BMPR1A
90639	ENSG00000249035	CLMAT3
90641	ENSG00000271850	LINC02343
90642	ENSG00000233857	LINC01015
90644	ENSG00000119596	YLPM1
90653	ENSG00000211450	SELENOH
90660	ENSG00000213318	AC009078.1
90661	ENSG00000275356	C7orf77
90663	ENSG00000236848	RPL23AP95
90664	ENSG00000262209	PCDHGB3
90666	ENSG00000271194	RNF138P2
90667	ENSG00000103067	ESRP2
90679	ENSG00000213050	TPM3P1
90680	ENSG00000102755	FLT1
90689	ENSG00000240874	AC025271.1
90690	ENSG00000225079	FTH1P22
90691	ENSG00000220758	VN1R10P
90692	ENSG00000240764	PCDHGC5
90694	ENSG00000231072	GAPDHP64
90695	ENSG00000203864	C1orf137
90696	ENSG00000270935	AL021808.1
90697	ENSG00000118307	CASC1
90710	ENSG00000233984	RPSAP14
90711	ENSG00000182541	LIMK2
90720	ENSG00000121766	ZCCHC17
90729	ENSG00000232928	DDX3P1
90730	ENSG00000277383	AC010331.1
90731	ENSG00000285598	AL023283.1
90732	ENSG00000225072	OR7E116P
90733	ENSG00000185074	OR7E31P
90734	ENSG00000228679	AL034347.1
90735	ENSG00000235411	AC007041.1
90736	ENSG00000230449	RPL7P4
90737	ENSG00000235105	AL356968.2
90738	ENSG00000276504	TFPT
90743	ENSG00000182707	FXYD6P3
90744	ENSG00000228464	AC073614.1
90745	ENSG00000283580	AC098484.3
90748	ENSG00000163638	ADAMTS9
90758	ENSG00000055147	FAM114A2
90775	ENSG00000137216	TMEM63B
90785	ENSG00000244436	AC023050.1
90786	ENSG00000256465	AC023050.3
90787	ENSG00000074935	TUBE1
90798	ENSG00000220730	AL356057.2
90799	ENSG00000163295	ALPI
90801	ENSG00000186008	RPS4XP21
90802	ENSG00000239253	RPS4XP23
90803	ENSG00000236403	AL353611.1
90804	ENSG00000204536	CCHCR1
90834	ENSG00000147533	GOLGA7
90841	ENSG00000244280	ECEL1P2
90843	ENSG00000184271	POU6F1
90854	ENSG00000268777	AC020914.1
90855	ENSG00000224333	GAPDHP20
90856	ENSG00000232587	EEF1A1P3
90857	ENSG00000239498	AC019211.1
90858	ENSG00000224819	AC093843.1
90859	ENSG00000235244	DANT2
90860	ENSG00000256079	AC092451.2
90861	ENSG00000229335	DANT1
90863	ENSG00000165914	TTC7B
90878	ENSG00000117834	SLC5A9
90888	ENSG00000277587	AC008759.3
90889	ENSG00000042317	SPATA7
90911	ENSG00000236561	MOG
90925	ENSG00000271328	B3GNTL1P2
90926	ENSG00000244559	AC091179.2
90927	ENSG00000229310	RPP40P1
90928	ENSG00000176695	OR4F17
90932	ENSG00000255970	LINC02421
90933	ENSG00000279983	AC244517.10
90934	ENSG00000171659	GPR34
90938	ENSG00000217624	AL627402.1
90939	ENSG00000113248	PCDHB15
90941	ENSG00000282137	OR4G3P
90942	ENSG00000261342	AC006538.1
90943	ENSG00000282591	FAM138F
90945	ENSG00000215067	ALOX12-AS1
90954	ENSG00000146001	PCDHB18P
90957	ENSG00000262096	PCDHB19P
90959	ENSG00000235666	SUMO2P1
90960	ENSG00000285653	AC006238.2
90961	ENSG00000253106	AC090198.1
90962	ENSG00000258283	AC011603.3
90963	ENSG00000181418	DDN
90964	ENSG00000186191	BPIFB4
90967	ENSG00000196115	ADAM5
90979	ENSG00000268884	AC010323.2
90980	ENSG00000224504	AC025428.2
90981	ENSG00000198788	MUC2
90984	ENSG00000152954	NRSN1
90991	ENSG00000234742	AC144530.1
90992	ENSG00000234136	AC055764.1
90993	ENSG00000273261	AC092953.2
90994	ENSG00000269678	OR7A18P
90995	ENSG00000181929	PRKAG1
91015	ENSG00000058063	ATP11B
91025	ENSG00000225297	AC126124.1
91026	ENSG00000228031	AC078842.1
91028	ENSG00000229567	AL139421.1
91029	ENSG00000232867	AL355433.1
91030	ENSG00000237003	AC126124.2
91031	ENSG00000275008	KIR2DL3
91032	ENSG00000117500	TMED5
91037	ENSG00000099860	GADD45B
91044	ENSG00000268834	OR7A1P
91046	ENSG00000261485	PAN3-AS1
91047	ENSG00000270789	AC135983.5
91048	ENSG00000275062	KIR3DL3
91049	ENSG00000261375	AC135983.4
91050	ENSG00000229312	AL353693.1
91051	ENSG00000107282	APBA1
91054	ENSG00000273214	AL031587.4
91055	ENSG00000213856	VDAC1P2
91056	ENSG00000227391	SALL1P1
91057	ENSG00000114923	SLC4A3
91066	ENSG00000231280	SALL4P6
91067	ENSG00000229572	EIF4BP4
91068	ENSG00000068985	PAGE1
91069	ENSG00000229176	SAPCD1
91073	ENSG00000285861	AC026991.2
91074	ENSG00000275674	AC091167.6
91075	ENSG00000244625	MIATNB
91084	ENSG00000261147	AC091167.2
91085	ENSG00000183117	CSMD1
91103	ENSG00000110723	EXPH5
91109	ENSG00000285405	OR11J6P
91110	ENSG00000223745	CCDC18-AS1
91134	ENSG00000275564	FCAR
91145	ENSG00000284626	AC091167.7
91147	ENSG00000214433	GOLGA2P8
91148	ENSG00000132259	CNGA4
91150	ENSG00000238017	SAPCD1-AS1
91151	ENSG00000114416	FXR1
91173	ENSG00000239344	AC090686.1
91174	ENSG00000213471	TTLL13P
91180	ENSG00000285982	AC012213.5
91181	ENSG00000269787	OR7A3P
91182	ENSG00000282842	FRG2EP
91183	ENSG00000254644	AC007751.1
91184	ENSG00000243888	AL355140.1
91185	ENSG00000253477	AC012213.1
91187	ENSG00000157093	LYZL4
91190	ENSG00000277271	LILRP2
91192	ENSG00000283123	RARRES2P11
91193	ENSG00000283314	LINC02357
91194	ENSG00000261670	AC012213.2
91195	ENSG00000206028	Z99774.1
91196	ENSG00000164934	DCAF13
91206	ENSG00000251132	AC094104.2
91207	ENSG00000225783	MIAT
91230	ENSG00000250242	AC094104.1
91231	ENSG00000198367	OR7A11P
91232	ENSG00000159761	C16orf86
91238	ENSG00000115758	ODC1
91242	ENSG00000205940	HSP90AB2P
91244	ENSG00000157869	RAB28
91252	ENSG00000183706	OR4N4
91253	ENSG00000182768	NGRN
91256	ENSG00000285135	OR4Q1P
91257	ENSG00000284892	OR4H6P
91258	ENSG00000124074	ENKD1
91265	ENSG00000284500	AC134980.2
91270	ENSG00000275626	KIR3DL2
91272	ENSG00000153292	ADGRF1
91285	ENSG00000173786	CNP
91297	ENSG00000259595	AC025043.1
91298	ENSG00000270322	AC091167.3
91299	ENSG00000228998	AC091167.1
91300	ENSG00000271559	AL138966.1
91301	ENSG00000257379	AC023509.1
91302	ENSG00000259499	AC090519.2
91303	ENSG00000227882	THAP12P6
91304	ENSG00000183208	GDPGP1
91309	ENSG00000166734	CASC4
91321	ENSG00000283680	AC134980.1
91322	ENSG00000274102	OR4M2
91324	ENSG00000188313	PLSCR1
91343	ENSG00000285472	AC134980.3
91344	ENSG00000081870	HSPB11
91350	ENSG00000169607	CKAP2L
91356	ENSG00000258721	OR11H3P
91357	ENSG00000257927	MRPS36P5
91358	ENSG00000275345	AC091167.5
91359	ENSG00000249581	CLRN2
91360	ENSG00000185043	CIB1
91363	ENSG00000178623	GPR35
91368	ENSG00000254867	AP006287.1
91369	ENSG00000211632	IGKV3D-11
91370	ENSG00000253906	IGKV2D-10
91371	ENSG00000249488	NACAP5
91372	ENSG00000211633	IGKV1D-42
91373	ENSG00000283219	AC006160.2
91374	ENSG00000006607	FARP2
91397	ENSG00000233535	AC003035.2
91398	ENSG00000242580	IGKV1D-43
91399	ENSG00000259435	OR4N3P
91400	ENSG00000270554	AC069431.2
91401	ENSG00000239819	IGKV1D-8
91402	ENSG00000237613	FAM138A
91404	ENSG00000146038	DCDC2
91407	ENSG00000241932	AC092324.1
91408	ENSG00000228325	IGKV3D-7
91409	ENSG00000110148	CCKBR
91415	ENSG00000268020	OR4G4P
91416	ENSG00000240361	OR4G11P
91418	ENSG00000254760	AC008750.1
91419	ENSG00000255441	AC008750.2
91421	ENSG00000186334	SLC36A3
91424	ENSG00000186092	OR4F5
91426	ENSG00000164933	SLC25A32
91431	ENSG00000233750	CICP27
91432	ENSG00000239945	AL627309.3
91433	ENSG00000258989	AL355916.2
91434	ENSG00000144130	NT5DC4
91440	ENSG00000271396	AC091167.4
91441	ENSG00000182107	TMEM30B
91444	ENSG00000238009	AL627309.1
91449	ENSG00000276355	TARM1
91451	ENSG00000258926	AL355916.1
91452	ENSG00000232774	FLJ22447
91455	ENSG00000146049	KAAG1
91456	ENSG00000236428	PPP1R18
91460	ENSG00000154553	PDLIM3
91474	ENSG00000247287	AL359220.1
91476	ENSG00000027075	PRKCH
91504	ENSG00000267254	ZNF790-AS1
91508	ENSG00000217195	AL513475.1
91509	ENSG00000219409	AL590704.1
91510	ENSG00000152818	UTRN
91523	ENSG00000176923	OR7A15P
91524	ENSG00000212663	AC003035.1
91525	ENSG00000260739	AC010760.1
91526	ENSG00000176406	RIMS2
91540	ENSG00000223877	RPS8P10
91541	ENSG00000235049	LINC00940
91542	ENSG00000270505	IGHV1OR15-1
91543	ENSG00000165660	ABRAXAS2
91544	ENSG00000251247	ZNF345
91560	ENSG00000282968	AGGF1P10
91561	ENSG00000185236	RAB11B
91566	ENSG00000163424	C3orf30
91571	ENSG00000248452	AC097714.1
91572	ENSG00000023171	GRAMD1B
91590	ENSG00000127529	OR7C2
91591	ENSG00000279000	OR10A6
91594	ENSG00000002549	LAP3
91605	ENSG00000250130	AC090519.1
91606	ENSG00000114638	UPK1B
91611	ENSG00000141429	GALNT1
91617	ENSG00000093144	ECHDC1
91640	ENSG00000152503	TRIM36
91650	ENSG00000254912	AC135983.3
91651	ENSG00000122483	CCDC18
91661	ENSG00000178761	FAM219B
91680	ENSG00000100151	PICK1
91695	ENSG00000225722	BX890604.1
91696	ENSG00000167772	ANGPTL4
91707	ENSG00000215900	SELENOWP1
91708	ENSG00000236513	AC074035.1
91709	ENSG00000130635	COL5A1
91717	ENSG00000185869	ZNF829
91720	ENSG00000258976	AC013451.2
91722	ENSG00000074356	NCBP3
91729	ENSG00000227911	LINC02344
91730	ENSG00000148357	HMCN2
91736	ENSG00000230300	STARD13-IT1
91737	ENSG00000232541	COL11A2
91741	ENSG00000285621	AL138999.2
91742	ENSG00000236581	STARD13-AS
91790	ENSG00000146063	TRIM41
91799	ENSG00000269387	AL365205.3
91800	ENSG00000232653	GOLGA8N
91807	ENSG00000243297	RPL31P61
91808	ENSG00000197863	ZNF790
91816	ENSG00000249502	AC006160.1
91817	ENSG00000235039	MTND6P12
91818	ENSG00000113013	HSPA9
91834	ENSG00000266965	AC090220.1
91835	ENSG00000046647	GEMIN8
91840	ENSG00000282911	DUX4L35
91841	ENSG00000261064	LINC02256
91843	ENSG00000277386	AL138999.1
91844	ENSG00000231247	PPP1R18
91848	ENSG00000170683	OR10A3
91850	ENSG00000262728	AC123768.3
91853	ENSG00000133121	STARD13
91862	ENSG00000251012	AC083800.1
91863	ENSG00000282995	FRG1EP
91864	ENSG00000276724	AC123768.4
91865	ENSG00000285948	AC123768.5
91866	ENSG00000223509	AC135983.2
91871	ENSG00000012660	ELOVL5
91878	ENSG00000269386	RAB11B-AS1
91881	ENSG00000240710	AL512306.3
91882	ENSG00000205629	LCMT1
91895	ENSG00000198826	ARHGAP11A
91903	ENSG00000271288	IGHV1OR15-3
91904	ENSG00000265263	AC124066.1
91905	ENSG00000228153	AL161793.1
91906	ENSG00000240219	AL512306.2
91907	ENSG00000235397	EPN2-AS1
91908	ENSG00000170382	LRRN2
91912	ENSG00000225142	AC114495.1
91913	ENSG00000281856	AC106017.2
91915	ENSG00000226313	MTCYBP12
91916	ENSG00000237462	TRIM27
91921	ENSG00000225622	PPIAP17
91922	ENSG00000167548	KMT2D
91930	ENSG00000061676	NCKAP1
91938	ENSG00000238193	AC112656.1
91939	ENSG00000236120	AC110995.1
91941	ENSG00000250472	TRIM36-IT1
91942	ENSG00000247049	AC008443.1
91943	ENSG00000282798	AC008993.2
91944	ENSG00000282458	WASH5P
91954	ENSG00000188765	TMSB4XP2
91955	ENSG00000237370	AC010907.2
91956	ENSG00000279096	AL356289.3
91958	ENSG00000285871	AL359844.1
91959	ENSG00000177239	MAN1B1
91975	ENSG00000223720	AL109659.1
91976	ENSG00000118004	COLEC11
91989	ENSG00000235525	FTLP1
91990	ENSG00000242267	SKINT1L
91994	ENSG00000228643	AC079779.2
91996	ENSG00000231041	LINC01556
91997	ENSG00000189292	ALKAL2
92005	ENSG00000226462	KRT18P1
92006	ENSG00000105694	ELOCP28
92007	ENSG00000282542	AC008993.1
92008	ENSG00000267749	AC092068.3
92009	ENSG00000240111	BX927167.1
92010	ENSG00000052723	SIKE1
92020	ENSG00000267214	AC092068.1
92021	ENSG00000233035	HCG15
92022	ENSG00000176533	GNG7
92024	ENSG00000175073	VCPIP1
92025	ENSG00000250548	LINC01303
92027	ENSG00000217527	RPS16P5
92028	ENSG00000235589	ZNF311
92030	ENSG00000254244	PAICSP4
92031	ENSG00000257585	LINC00609
92032	ENSG00000258331	LINC02461
92033	ENSG00000157680	DGKI
92046	ENSG00000259104	PTCSC3
92047	ENSG00000117505	DR1
92050	ENSG00000285977	AC022068.1
92051	ENSG00000253162	AC026991.1
92052	ENSG00000251485	AC068134.3
92053	ENSG00000108839	ALOX12
92056	ENSG00000258844	AL162511.1
92057	ENSG00000227033	AC019130.1
92058	ENSG00000230962	LINC01520
92059	ENSG00000144535	DIS3L2
92075	ENSG00000229657	AL391822.1
92076	ENSG00000125901	MRPS26
92077	ENSG00000151748	SAV1
92083	ENSG00000267412	AC092068.2
92084	ENSG00000276097	AC006538.3
92085	ENSG00000163531	NFASC
92110	ENSG00000221946	FXYD7
92114	ENSG00000065978	YBX1
92118	ENSG00000275688	CCL15-CCL14
92120	ENSG00000169247	SH3TC2
92136	ENSG00000227970	NR1H5P
92137	ENSG00000168884	TNIP2
92144	ENSG00000266909	SLC25A6P4
92145	ENSG00000261126	RBFADN
92149	ENSG00000103496	STX4
92166	ENSG00000275944	AC244100.3
92168	ENSG00000255976	RAB11AP2
92169	ENSG00000279764	AC009102.3
